Key,Value
2,"1. Room
2. Zara
3. Emily
4. Mia

What does Emily like to do in her free time?"
3,"1. Room
2. Zara
3. Emily
4. Mia

What does Mia like to do in her free time?"
0,"1. Room
2. Hannah
3. Thomas
4. Gabriel
5. Jonathan
6. Amelia

What type of wall covering is in this room?"
1,"1. Room
2. Hannah
3. Thomas
4. Gabriel
5. Jonathan
6. Amelia

What does Hannah do for a living?"
2,"1. Room
2. Hannah
3. Thomas
4. Gabriel
5. Jonathan
6. Amelia

What is Thomas' favorite hobby?"
3,"1. Room
2. Hannah
3. Thomas
4. Gabriel
5. Jonathan
6. Amelia

What interests does Gabriel have?"
4,"1. Room
2. Hannah
3. Thomas
4. Gabriel
5. Jonathan
6. Amelia

What type of work does Jonathan do?"
5,"1. Room
2. Hannah
3. Thomas
4. Gabriel
5. Jonathan
6. Amelia

What are some of Amelia's hobbies or interests?"
0,"1. Room
2. Victoria
3. Caleb
4. Oliver
5. Gabriel
6. Jack

What is the air temperature in this room?"
1,"1. Room
2. Victoria
3. Caleb
4. Oliver
5. Gabriel
6. Jack

What does Victoria do for a living?"
2,"1. Room
2. Victoria
3. Caleb
4. Oliver
5. Gabriel
6. Jack

What type of activities does Caleb like to do in his free time?"
3,"1. Room
2. Victoria
3. Caleb
4. Oliver
5. Gabriel
6. Jack

What is Oliver's favorite hobby?"
4,"1. Room
2. Victoria
3. Caleb
4. Oliver
5. Gabriel
6. Jack

What can you tell me about your experience working with Gabriel?"
5,"1. Room
2. Victoria
3. Caleb
4. Oliver
5. Gabriel
6. Jack

What is Jack's favorite hobby?"
0,"1. Room
2. Lucas
3. Caleb
4. Hannah
5. Alexander
6. Scarlett

What type of furniture is in the room?"
1,"1. Room
2. Lucas
3. Caleb
4. Hannah
5. Alexander
6. Scarlett

What does Lucas enjoy doing in his spare time?"
2,"1. Room
2. Lucas
3. Caleb
4. Hannah
5. Alexander
6. Scarlett

What are Caleb's interests?"
3,"1. Room
2. Lucas
3. Caleb
4. Hannah
5. Alexander
6. Scarlett

What would Hannah like to talk about most?"
4,"1. Room
2. Lucas
3. Caleb
4. Hannah
5. Alexander
6. Scarlett

What does Alexander think of the current situation in the room?"
5,"1. Room
2. Lucas
3. Caleb
4. Hannah
5. Alexander
6. Scarlett

What type of work does Scarlett do?"
0,"1. Room
2. Aria
3. Leah

What is the temperature in the room?"
1,"1. Room
2. Aria
3. Leah

What is Aria's favorite hobby?"
2,"1. Room
2. Aria
3. Leah

What is Leah's favorite hobby?"
0,"1. Room
2. Ethan
3. Hazel
4. Nicholas

What color is the rug in this room?"
1,"1. Room
2. Ethan
3. Hazel
4. Nicholas

""What is Ethan's favorite hobby?"""
2,"1. Room
2. Ethan
3. Hazel
4. Nicholas

How long have you known the people in this room, Hazel?"
3,"1. Room
2. Ethan
3. Hazel
4. Nicholas

What does Nicholas like to do in his free time?"
0,"1. Room
2. Claire
3. Lily
4. Harper

What type of lighting fixtures are in the room?"
1,"1. Room
2. Claire
3. Lily
4. Harper

What is Claire's favorite hobby?"
2,"1. Room
2. Claire
3. Lily
4. Harper

""What inspired Lily to come to this event today?"""
3,"1. Room
2. Claire
3. Lily
4. Harper

What is Harper's favorite hobby?"
0,"1. Room
2. Anthony
3. Gabriel
4. Logan
5. Hannah
6. Jordan

What color is the carpet in the room?"
1,"1. Room
2. Anthony
3. Gabriel
4. Logan
5. Hannah
6. Jordan

What's Anthony's favorite hobby?"
2,"1. Room
2. Anthony
3. Gabriel
4. Logan
5. Hannah
6. Jordan

What is Gabriel's favorite hobby?"
3,"1. Room
2. Anthony
3. Gabriel
4. Logan
5. Hannah
6. Jordan

What music does Logan like to listen to?"
4,"1. Room
2. Anthony
3. Gabriel
4. Logan
5. Hannah
6. Jordan

What is Hannah's favorite hobby?"
5,"1. Room
2. Anthony
3. Gabriel
4. Logan
5. Hannah
6. Jordan

What is your favorite thing about Jordan?"
0,"1. Room
2. Caleb
3. Paisley

What is the temperature of the room?"
1,"1. Room
2. Caleb
3. Paisley

""What interests do you have, Caleb?"""
2,"1. Room
2. Caleb
3. Paisley

What is Paisley's favorite thing to do in this room?"
0,"1. Room
2. Amelia
3. Grace

What color is the carpet in this room?"
1,"1. Room
2. Amelia
3. Grace

What is Amelia's favorite type of food?"
2,"1. Room
2. Amelia
3. Grace

What is Grace's favorite hobby?"
0,"1. Room
2. Emma
3. William
4. Anthony

What is the temperature in the room?"
1,"1. Room
2. Emma
3. William
4. Anthony

What does Emma do for a living?"
2,"1. Room
2. Emma
3. William
4. Anthony

What is William's favorite hobby?"
3,"1. Room
2. Emma
3. William
4. Anthony

What's Anthony's favorite hobby?"
0,"1. Room
2. Caleb
3. Nicholas
4. Scarlett
5. Lily
6. Skylar

What color are the walls?"
1,"1. Room
2. Caleb
3. Nicholas
4. Scarlett
5. Lily
6. Skylar

What are Caleb's interests?"
2,"1. Room
2. Caleb
3. Nicholas
4. Scarlett
5. Lily
6. Skylar

What is Nicholas' favorite hobby?"
3,"1. Room
2. Caleb
3. Nicholas
4. Scarlett
5. Lily
6. Skylar

What type of work does Scarlett do?"
4,"1. Room
2. Caleb
3. Nicholas
4. Scarlett
5. Lily
6. Skylar

""What inspired Lily to come to this event today?"""
5,"1. Room
2. Caleb
3. Nicholas
4. Scarlett
5. Lily
6. Skylar

What is Skylar's favorite hobby?"
0,"1. Room
2. William
3. Sophia
4. Harper

What items do I need to bring to make the room more comfortable?"
1,"1. Room
2. William
3. Sophia
4. Harper

What is William's favorite hobby?"
2,"1. Room
2. William
3. Sophia
4. Harper

What does Sophia think about the current situation in the room?"
3,"1. Room
2. William
3. Sophia
4. Harper

Do you know Harper personally?"
0,"1. Room
2. Emilia
3. Nicholas
4. Scarlett
5. Wyatt

What type of furniture is in this room?"
1,"1. Room
2. Emilia
3. Nicholas
4. Scarlett
5. Wyatt

Do you know Emilia well?"
2,"1. Room
2. Emilia
3. Nicholas
4. Scarlett
5. Wyatt

What language is Nicholas fluent in?"
3,"1. Room
2. Emilia
3. Nicholas
4. Scarlett
5. Wyatt

How long have you known Scarlett?"
4,"1. Room
2. Emilia
3. Nicholas
4. Scarlett
5. Wyatt

What is Wyatt's favorite hobby?"
0,"1. Room
2. Landon
3. Aurora
4. Eli

What is the temperature in this room?"
1,"1. Room
2. Landon
3. Aurora
4. Eli

What interests does Landon have?"
2,"1. Room
2. Landon
3. Aurora
4. Eli

""Hi Aurora, what brought you to this room today?"""
3,"1. Room
2. Landon
3. Aurora
4. Eli

What is Eli's favorite hobby?"
0,"1. Room
2. Riley
3. John

What type of furniture is in the room?"
1,"1. Room
2. Riley
3. John

What does Riley think of the topic we are discussing?"
2,"1. Room
2. Riley
3. John

What is John's favorite hobby?"
0,"1. Room
2. Jordan
3. Adam
4. Oliver
5. Joseph

What type of furniture is in the room?"
1,"1. Room
2. Jordan
3. Adam
4. Oliver
5. Joseph

What are Jordan's hobbies or interests?"
2,"1. Room
2. Jordan
3. Adam
4. Oliver
5. Joseph

What is Adam's favorite hobby?"
3,"1. Room
2. Jordan
3. Adam
4. Oliver
5. Joseph

What does Oliver do for a living?"
4,"1. Room
2. Jordan
3. Adam
4. Oliver
5. Joseph

What does Joseph do for a living?"
0,"1. Room
2. Paisley
3. Audrey
4. Aurora
5. Cameron

What are the dimensions of the room?"
1,"1. Room
2. Paisley
3. Audrey
4. Aurora
5. Cameron

What type of hobbies does Paisley enjoy?"
2,"1. Room
2. Paisley
3. Audrey
4. Aurora
5. Cameron

What language is Audrey most comfortable speaking?"
3,"1. Room
2. Paisley
3. Audrey
4. Aurora
5. Cameron

What is Aurora's favorite hobby?"
4,"1. Room
2. Paisley
3. Audrey
4. Aurora
5. Cameron

""What do you enjoy doing in your free time, Cameron?"""
0,"1. Room
2. Isaac
3. Gabriella
4. Ryan
5. Luna
6. Thomas

What type of furniture is in this room?"
1,"1. Room
2. Isaac
3. Gabriella
4. Ryan
5. Luna
6. Thomas

What is Isaac's favorite hobby?"
2,"1. Room
2. Isaac
3. Gabriella
4. Ryan
5. Luna
6. Thomas

Do you know how long Gabriella has worked in this room?"
3,"1. Room
2. Isaac
3. Gabriella
4. Ryan
5. Luna
6. Thomas

""What is Ryan's favorite hobby?"""
4,"1. Room
2. Isaac
3. Gabriella
4. Ryan
5. Luna
6. Thomas

What activities does Luna enjoy?"
5,"1. Room
2. Isaac
3. Gabriella
4. Ryan
5. Luna
6. Thomas

What does Thomas do for a living?"
0,"1. Room
2. Hazel
3. Chloe
4. Skylar
5. Audrey
6. Landon

What color is the carpet?"
1,"1. Room
2. Hazel
3. Chloe
4. Skylar
5. Audrey
6. Landon

What is Hazel's favorite hobby?"
2,"1. Room
2. Hazel
3. Chloe
4. Skylar
5. Audrey
6. Landon

What hobbies does Chloe enjoy doing?"
3,"1. Room
2. Hazel
3. Chloe
4. Skylar
5. Audrey
6. Landon

What does Skylar think about the topic we just discussed?"
4,"1. Room
2. Hazel
3. Chloe
4. Skylar
5. Audrey
6. Landon

""What do you think Audrey likes to do in her free time?"""
5,"1. Room
2. Hazel
3. Chloe
4. Skylar
5. Audrey
6. Landon

What hobbies does Landon enjoy?"
0,"1. Room
2. Leah
3. Christopher
4. Emma

What type of items are present in this room?"
1,"1. Room
2. Leah
3. Christopher
4. Emma

What is Leah's favorite hobby?"
2,"1. Room
2. Leah
3. Christopher
4. Emma

What type of job does Christopher do?"
3,"1. Room
2. Leah
3. Christopher
4. Emma

What activities does Emma enjoy doing?"
0,"1. Room
2. Riley
3. Christopher
4. Bella
5. Ethan

What is the temperature of the room?"
1,"1. Room
2. Riley
3. Christopher
4. Bella
5. Ethan

""What is Riley's favorite hobby?"""
2,"1. Room
2. Riley
3. Christopher
4. Bella
5. Ethan

What was Christopher's role in this project?"
3,"1. Room
2. Riley
3. Christopher
4. Bella
5. Ethan

What is Bella's favorite hobby?"
4,"1. Room
2. Riley
3. Christopher
4. Bella
5. Ethan

What kind of hobbies does Ethan enjoy?"
0,"1. Room
2. Nathan
3. Christian
4. Gabriel
5. Scarlett
6. Gabriella

What items are in the room?"
1,"1. Room
2. Nathan
3. Christian
4. Gabriel
5. Scarlett
6. Gabriella

What does Nathan do for a living?"
2,"1. Room
2. Nathan
3. Christian
4. Gabriel
5. Scarlett
6. Gabriella

What are Christian's hobbies?"
3,"1. Room
2. Nathan
3. Christian
4. Gabriel
5. Scarlett
6. Gabriella

What does Gabriel do for a living?"
4,"1. Room
2. Nathan
3. Christian
4. Gabriel
5. Scarlett
6. Gabriella

How long have you known Scarlett?"
5,"1. Room
2. Nathan
3. Christian
4. Gabriel
5. Scarlett
6. Gabriella

What kind of things does Gabriella like to do in her free time?"
0,"1. Room
2. William
3. John

What kind of furniture is in this room?"
1,"1. Room
2. William
3. John

What does William do for a living?"
2,"1. Room
2. William
3. John

What is John's favorite hobby?"
0,"1. Room
2. Luna
3. Hunter
4. Alexander

What color are the walls?"
1,"1. Room
2. Luna
3. Hunter
4. Alexander

What interests does Luna have?"
2,"1. Room
2. Luna
3. Hunter
4. Alexander

""What interests does Hunter have?"""
3,"1. Room
2. Luna
3. Hunter
4. Alexander

What kind of interests and hobbies does Alexander have?"
0,"1. Room
2. David
3. Ethan
4. Evelyn
5. James
6. Daniel

What kind of artwork adorns the walls?"
1,"1. Room
2. David
3. Ethan
4. Evelyn
5. James
6. Daniel

What does David do for work?"
2,"1. Room
2. David
3. Ethan
4. Evelyn
5. James
6. Daniel

Where is Ethan from?"
3,"1. Room
2. David
3. Ethan
4. Evelyn
5. James
6. Daniel

Do you know Evelyn?"
4,"1. Room
2. David
3. Ethan
4. Evelyn
5. James
6. Daniel

What is James's favorite hobby?"
5,"1. Room
2. David
3. Ethan
4. Evelyn
5. James
6. Daniel

What is Daniel's favorite hobby?"
0,"1. Room
2. Christian
3. Benjamin
4. Mason

What is the size of the room?"
1,"1. Room
2. Christian
3. Benjamin
4. Mason

What type of work does Christian do?"
2,"1. Room
2. Christian
3. Benjamin
4. Mason

What are Benjamin's hobbies?"
3,"1. Room
2. Christian
3. Benjamin
4. Mason

What does Mason think about the current topic of discussion?"
0,"1. Room
2. Cameron
3. Olivia
4. Oliver

What are the dimensions of the room?"
1,"1. Room
2. Cameron
3. Olivia
4. Oliver

What does Cameron do for work?"
2,"1. Room
2. Cameron
3. Olivia
4. Oliver

What year is Olivia in school?"
3,"1. Room
2. Cameron
3. Olivia
4. Oliver

What topics is Oliver interested in discussing?"
0,"1. Room
2. John
3. Connor
4. Paisley
5. Jonathan
6. Samuel

What is the temperature of the room?"
1,"1. Room
2. John
3. Connor
4. Paisley
5. Jonathan
6. Samuel

What does John do for a living?"
2,"1. Room
2. John
3. Connor
4. Paisley
5. Jonathan
6. Samuel

What does Connor do for a living?"
3,"1. Room
2. John
3. Connor
4. Paisley
5. Jonathan
6. Samuel

What is Paisley's favorite thing to do in this room?"
4,"1. Room
2. John
3. Connor
4. Paisley
5. Jonathan
6. Samuel

What hobbies does Jonathan enjoy doing?"
5,"1. Room
2. John
3. Connor
4. Paisley
5. Jonathan
6. Samuel

""What is your favorite thing to do, Samuel?"""
0,"1. Room
2. Thomas
3. Ethan
4. Nova
5. Aiden

What's the room's square footage?"
1,"1. Room
2. Thomas
3. Ethan
4. Nova
5. Aiden

What does Thomas do for a living?"
2,"1. Room
2. Thomas
3. Ethan
4. Nova
5. Aiden

""What does Ethan enjoy doing in his free time?"""
3,"1. Room
2. Thomas
3. Ethan
4. Nova
5. Aiden

What kind of hobbies does Nova enjoy?"
4,"1. Room
2. Thomas
3. Ethan
4. Nova
5. Aiden

What is Aiden's favorite hobby?"
0,"1. Room
2. David
3. Sophia

What is the temperature of the room?"
1,"1. Room
2. David
3. Sophia

""What type of work does David do?"""
2,"1. Room
2. David
3. Sophia

""What do you find most interesting about Sophia?"""
0,"1. Room
2. Riley
3. Henry
4. Mason
5. Sofia

What type of light fixtures are in the room?"
1,"1. Room
2. Riley
3. Henry
4. Mason
5. Sofia

What does Riley think about the current topic being discussed?"
2,"1. Room
2. Riley
3. Henry
4. Mason
5. Sofia

What does Henry do for a living?"
3,"1. Room
2. Riley
3. Henry
4. Mason
5. Sofia

What does Mason think about the current topic of discussion?"
4,"1. Room
2. Riley
3. Henry
4. Mason
5. Sofia

What topics does Sofia like to discuss?"
0,"1. Room
2. Abigail
3. Matthew

What color is the rug in this room?"
1,"1. Room
2. Abigail
3. Matthew

What hobbies does Abigail enjoy?"
2,"1. Room
2. Abigail
3. Matthew

What is Matthew's favorite hobby?"
0,"1. Room
2. Levi
3. Ariana
4. Savannah
5. Natalie

What is the square footage of this room?"
1,"1. Room
2. Levi
3. Ariana
4. Savannah
5. Natalie

""What sort of activities does Levi usually do?"""
2,"1. Room
2. Levi
3. Ariana
4. Savannah
5. Natalie

What did Ariana think of the presentation we just saw?"
3,"1. Room
2. Levi
3. Ariana
4. Savannah
5. Natalie

What kind of hobbies does Savannah enjoy?"
4,"1. Room
2. Levi
3. Ariana
4. Savannah
5. Natalie

What is Natalie's favorite food?"
0,"1. Room
2. Joseph
3. Avery

What type of lighting does the room have?"
1,"1. Room
2. Joseph
3. Avery

""What is Joseph's favorite hobby?"""
2,"1. Room
2. Joseph
3. Avery

""What does Avery think of the current topic of discussion?"""
0,"1. Room
2. Sofia
3. John

What color is the carpet?"
1,"1. Room
2. Sofia
3. John

Where is Sofia originally from?"
2,"1. Room
2. Sofia
3. John

What does John enjoy doing for leisure?"
0,"1. Room
2. Elizabeth
3. David

What type of ceiling does this room have?"
1,"1. Room
2. Elizabeth
3. David

What would you say are the best qualities about Elizabeth?"
2,"1. Room
2. Elizabeth
3. David

What does David do for work?"
0,"1. Room
2. Michael
3. Matthew

What type of ceiling does this room have?"
1,"1. Room
2. Michael
3. Matthew

""Hi Michael, could you tell me a little bit about your background?"""
2,"1. Room
2. Michael
3. Matthew

What is Matthew's favorite hobby?"
0,"1. Room
2. Aria
3. Gabriella
4. Emily
5. Benjamin

What color are the walls in this room?"
1,"1. Room
2. Aria
3. Gabriella
4. Emily
5. Benjamin

What does Aria like to do in her free time?"
2,"1. Room
2. Aria
3. Gabriella
4. Emily
5. Benjamin

Do you know how long Gabriella has worked in this room?"
3,"1. Room
2. Aria
3. Gabriella
4. Emily
5. Benjamin

What is Emily's favorite hobby?"
4,"1. Room
2. Aria
3. Gabriella
4. Emily
5. Benjamin

What do you think are Benjamin's biggest strengths?"
0,"1. Room
2. Emily
3. Claire
4. Mason
5. Levi
6. Noah

What type of lighting is in the room?"
1,"1. Room
2. Emily
3. Claire
4. Mason
5. Levi
6. Noah

What is Emily's favorite hobby?"
2,"1. Room
2. Emily
3. Claire
4. Mason
5. Levi
6. Noah

What is Claire's favorite hobby?"
3,"1. Room
2. Emily
3. Claire
4. Mason
5. Levi
6. Noah

What does Mason do for work?"
4,"1. Room
2. Emily
3. Claire
4. Mason
5. Levi
6. Noah

Are you Levi by any chance?"
5,"1. Room
2. Emily
3. Claire
4. Mason
5. Levi
6. Noah

What does Noah like to do in his free time?"
0,"1. Room
2. Leah
3. Aiden
4. David
5. Hannah

Is there air conditioning in this room?"
1,"1. Room
2. Leah
3. Aiden
4. David
5. Hannah

What is Leah's favorite hobby?"
2,"1. Room
2. Leah
3. Aiden
4. David
5. Hannah

What hobbies does Aiden enjoy?"
3,"1. Room
2. Leah
3. Aiden
4. David
5. Hannah

What brings David to this room today?"
4,"1. Room
2. Leah
3. Aiden
4. David
5. Hannah

What would Hannah like to talk about most?"
0,"1. Room
2. Avery
3. Liam

What furnishings are in this room?"
1,"1. Room
2. Avery
3. Liam

What does Avery do for work?"
2,"1. Room
2. Avery
3. Liam

What does Liam do for a living?"
0,"1. Room
2. Chloe
3. Evan
4. Logan
5. Oliver
6. Connor

What type of lighting does the room have?"
1,"1. Room
2. Chloe
3. Evan
4. Logan
5. Oliver
6. Connor

""What do you like to do for fun, Chloe?"""
2,"1. Room
2. Chloe
3. Evan
4. Logan
5. Oliver
6. Connor

""How long have you known Evan?"""
3,"1. Room
2. Chloe
3. Evan
4. Logan
5. Oliver
6. Connor

Is Logan interested in joining any activities in the room?"
4,"1. Room
2. Chloe
3. Evan
4. Logan
5. Oliver
6. Connor

What brings Oliver to this room today?"
5,"1. Room
2. Chloe
3. Evan
4. Logan
5. Oliver
6. Connor

What is Connor's favorite hobby?"
0,"1. Room
2. Oliver
3. Olivia
4. Gabriella
5. Mila

What kind of furniture is in the room?"
1,"1. Room
2. Oliver
3. Olivia
4. Gabriella
5. Mila

""What is Oliver's favorite hobby?"""
2,"1. Room
2. Oliver
3. Olivia
4. Gabriella
5. Mila

What is Olivia's favorite hobby?"
3,"1. Room
2. Oliver
3. Olivia
4. Gabriella
5. Mila

What kind of things does Gabriella like to do in her free time?"
4,"1. Room
2. Oliver
3. Olivia
4. Gabriella
5. Mila

What kind of hobbies does Mila enjoy?"
0,"1. Room
2. Sofia
3. Harper

What type of furniture is in this room?"
1,"1. Room
2. Sofia
3. Harper

""What is your favorite thing about Sofia?"""
2,"1. Room
2. Sofia
3. Harper

What is Harper's favorite hobby?"
0,"1. Room
2. Adam
3. Anthony
4. Alexander
5. Scarlett
6. Landon

What colour are the walls?"
1,"1. Room
2. Adam
3. Anthony
4. Alexander
5. Scarlett
6. Landon

What type of things does Adam like to do in his free time?"
2,"1. Room
2. Adam
3. Anthony
4. Alexander
5. Scarlett
6. Landon

What is Anthony's favorite hobby?"
3,"1. Room
2. Adam
3. Anthony
4. Alexander
5. Scarlett
6. Landon

What does Alexander do for a living?"
4,"1. Room
2. Adam
3. Anthony
4. Alexander
5. Scarlett
6. Landon

What are Scarlett's hobbies?"
5,"1. Room
2. Adam
3. Anthony
4. Alexander
5. Scarlett
6. Landon

What do you like to do in your free time, Landon?"
0,"1. Room
2. Penelope
3. Cameron
4. Jackson
5. William

What type of lighting is in this room?"
1,"1. Room
2. Penelope
3. Cameron
4. Jackson
5. William

What interests does Penelope have?"
2,"1. Room
2. Penelope
3. Cameron
4. Jackson
5. William

What interests does Cameron have?"
3,"1. Room
2. Penelope
3. Cameron
4. Jackson
5. William

What does Jackson like to do for fun?"
4,"1. Room
2. Penelope
3. Cameron
4. Jackson
5. William

""What does William do for a living?"""
0,"1. Room
2. Grace
3. Andrew
4. Alexander

What color are the walls?"
1,"1. Room
2. Grace
3. Andrew
4. Alexander

What kind of activities does Grace usually enjoy doing?"
